"","voyage_id","ship_name","port_origin","place_of_purchase","port_arrival","year_arrival","n_slaves_arrived","captains_name","state"
"874",91112,"Apollo","Liverpool","Gold Coast, port unspecified","Charleston",1765,150,"Hamilton, John","South Carolina"
"875",91118,"Bassa","Liverpool","Gold Coast, port unspecified","Upper James River",1766,108,"Arney, John<br/> Emery<br/> Clegg, Richard","Virginia"
"876",91131,"Aston","Liverpool","Gambia","Charleston",1769,126,"Caird, James<br/> Henitor, Henry","South Carolina"
"877",91133,"Mary Brow","Liverpool","Saint-Louis","Savannah",1766,78,"Moreton, David","Georgia"
"878",91135,"Black Joke","Liverpool","Gambia","Charleston",1765,90,"Pollard, Joseph<br/> Marshall","South Carolina"
"879",91173,"Etty","Liverpool","Gambia","Charleston",1765,283,"Perkins, Chris<br/> Dennison","South Carolina"
"880",91182,"Cloe","Liverpool","Windward Coast, port unspecified","Charleston",1765,234,"Hayman, William","South Carolina"
"881",91191,"Lively","Liverpool","Gambia","Charleston",1765,170,"Caird, James<br/> Miller, George","South Carolina"
"882",91213,"William","Liverpool","Gambia","Charleston",1765,68,"Patten, William","South Carolina"
"883",91223,"Matty","Zeeland","Windward Coast, port unspecified","Annapolis",1768,128,"Birch, Caleb","Maryland"
"884",91276,"Shark","Liverpool","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Charleston",1769,60,"Addison, Robert<br/> Ashburn, John","South Carolina"
"885",91318,"Prince George","Liverpool","Africa., port unspecified","Savannah",1767,154,"Addison, John","Georgia"
"886",91325,"Corker","Liverpool","Banana Islands","Charleston",1769,127,"Allenby, John","South Carolina"
"887",91335,"Saint John","Liverpool","West Central Africa and St. Helena, port unspecified","Puerto Rico, port unspecified",1767,283,"Clifton, John","Puerto Rico"
"888",91336,"Saint John","Liverpool","West Central Africa and St. Helena, port unspecified","Charleston",1769,240,"Clifton, John","South Carolina"
"889",91344,"James","Liverpool","Bassa","Charleston",1769,340,"Billinge, Henry","South Carolina"
"890",91350,"Cato","Liverpool","Benin","Charleston",1769,239,"Gill, William","South Carolina"
"891",91368,"Edgar","Liverpool","Calabar","Charleston",1769,275,"Madden, Henry","South Carolina"
"892",91371,"Nancy","Liverpool","Bonny","Puerto Rico, port unspecified",1770,340,"Barker, Edward<br/> Waddington, James","Puerto Rico"
"893",91393,"Harriet","Liverpool","Windward Coast, port unspecified","Charleston",1769,170,"Rymer, Thomas","South Carolina"
"894",91402,"Nancy","Liverpool","Sierra Leone estuary","Upper James River",1772,250,"Colley, James Eckley","Virginia"
"895",91406,"Tryal","Liverpool","Sierra Leone estuary","Charleston",1768,360,"Wilding, Richard<br/> Price, Ebenezer","South Carolina"
"896",91436,"Lilly","Liverpool","Sierra Leone estuary","Charleston",1769,120,"Scrogham, John<br/> Salcraig, James","South Carolina"
"897",91451,"John","Liverpool","Windward Coast, port unspecified","Charleston",1769,280,"Fletcher, John<br/> Eaton","South Carolina"
"898",91463,"Peggy","Liverpool","Windward Coast, port unspecified","Virginia, port unspecified",1770,144,"Sharp, William","Virginia"
"899",91464,"Sally","Liverpool","Cape Mount (Cape Grand Mount)","Charleston",1769,296,"Evans, George","South Carolina"
"900",91465,"Sally","Liverpool","Cape Mount (Cape Grand Mount)","Savannah",1770,350,"Evans, George","Georgia"
"901",91466,"Sally","Liverpool","Cape Mount (Cape Grand Mount)","Charleston",1771,291,"Evans, George","South Carolina"
"902",91474,"Jenny (a) Nancy","Liverpool","Sierra Leone estuary","Charleston",1769,178,"Webster, Richard","South Carolina"
"903",91482,"Sisters","Liverpool","Gambia","Charleston",1769,128,"Kirkby, Henry","South Carolina"
"904",91485,"Cavendish","Liverpool","Delagoa","Charleston",1770,190,"Penny, James","South Carolina"
"905",91540,"Yannemerais","Liverpool","Gambia","Upper James River",1770,240,"Atkinson, Thomas","Virginia"
"906",91556,"York","Liverpool","Windward Coast, port unspecified","Charleston",1773,125,"Wilson, Robert","South Carolina"
"907",91568,"Unity","Liverpool","Whydah","Charleston",1772,315,"Norris, Robert","South Carolina"
"908",91580,"Martha","Liverpool","Bassa","Upper James River",1770,148,"Bisbrown, John","Virginia"
"909",91588,"Mars","Liverpool","Cape Mount (Cape Grand Mount)","Charleston",1771,200,"Holland, Francis","South Carolina"
"910",91592,"Aston","Liverpool","Gambia","Upper James River",1770,143,"Clifton, John","Virginia"
"911",91626,"Edward","Liverpool","Anomabu","Charleston",1773,180,"Grayson, Henry","South Carolina"
"912",91678,"Friendship","Liverpool","Gambia","Hampton",1771,13,"Field, Stephen","Virginia"
"913",91688,"Saville","Liverpool","Sierra Leone estuary","Charleston",1771,172,"Kendall, James","South Carolina"
"914",91724,"Cavendish","Liverpool","Gold Coast, port unspecified","Charleston",1773,318,"Williams, Thomas","South Carolina"
"915",91730,"Two Brothers","Liverpool","Gambia","Charleston",1773,160,"Glenn, Hugh","South Carolina"
"916",91735,"Two Brothers","Liverpool","Gambia","Charleston",1771,200,"Glenn, Hugh","South Carolina"
"917",91737,"Hawke","Liverpool","Cape Mount (Cape Grand Mount)","Charleston",1773,250,"Ralph, Thomas","South Carolina"
"918",91744,"Mary","Liverpool","Sierra Leone estuary","Charleston",1772,197,"Leverdon, William<br/> Wilson, Charles","South Carolina"
"919",91760,"Hazard","Liverpool","Windward Coast, port unspecified","Charleston",1773,165,"Hughes, Joseph","South Carolina"
"920",91765,"Apollo","Liverpool","Cape Mount (Cape Grand Mount)","Charleston",1772,147,"Fisher, Edward","South Carolina"
"921",80841,"Christopher","Liverpool","Congo River","Charleston",1804,270,"Woodward, Robert<br/> Eskildson, Christopher","South Carolina"
"922",80847,"Clementina","Liverpool","Congo North","Charleston",1784,440,"Elworthy, John","South Carolina"
"923",80854,"Cleopatra","Liverpool","Congo River","Charleston",1807,362,"Butman, John","South Carolina"
"924",80876,"Commerce","Liverpool","Congo River","Charleston",1805,260,"Bowers, J","South Carolina"
"925",80884,"Commerce","London","Cape Coast Castle","Charleston",1785,274,"Morton, Thomas","South Carolina"
"926",80917,"Comte du Norde","London","Malembo","Charleston",1784,611,"Penny, James","South Carolina"
"927",80940,"Croydon","London","Congo River","Charleston",1806,307,"Williams, William","South Carolina"
"928",80956,"Daphne","Liverpool","Loango","Charleston",1806,370,"Trenholm","South Carolina"
"929",81054,"Doe","Liverpool","Iles de Los","Charleston",1784,350,"Sutton, Thomas","South Carolina"
"930",30874,"Saint Jacques","Nantes","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Puerto Rico, port unspecified",1769,486,"Peyre, André","Puerto Rico"
"931",30882,"Saint Laurent","Nantes","West Central Africa and St. Helena, port unspecified","Puerto Rico, port unspecified",1769,430,"Dahue, Louis","Puerto Rico"
"932",30893,"Prince Grasse","Nantes","Loango","Puerto Rico, port unspecified",1769,395,"Duroché Soret","Puerto Rico"
"933",30909,"Saint Joseph","Nantes","Calabar","Puerto Rico, port unspecified",1769,338,"Guyot, Jean","Puerto Rico"
"934",30935,"Saint Joseph","Nantes","Calabar","Puerto Rico, port unspecified",1770,411,"Guyot, Jean","Puerto Rico"
"935",31114,"Magdeleine","Nantes","Congo North","Savannah",1784,300,"Dartiague, Jean","Georgia"
"936",35029,"General Huth",NA,"Gold Coast, port unspecified","Charleston",1785,158,"Koperholt","South Carolina"
"937",35191,"Gregers Juul",NA,"Gold Coast, port unspecified","Charleston",1785,188,"Waaben, Lorentz","South Carolina"
"938",36114,"Jolly Batchelor","Newport","Africa., port unspecified","Boston",1746,138,"Robinson, John","Massachusetts"
"939",46799,"D Paula","Bahia, port unspecified","Malembo","Puerto Rico, port unspecified",1819,253,"Viana, Inácio Antônio","Puerto Rico"
"940",46917,"Sin Igual","Havana","Bonny","USA, location unspecified",1817,350,"Suarez, Bernardo","Unknown"
"941",41545,"Svea",NA,"Saint-Louis","Puerto Rico, port unspecified",1801,98,"Wallender, Peter","Puerto Rico"
"942",41571,"Josefa Segunda","Havana","Bight of Biafra and Gulf of Guinea Islands, port unspecified","New Orleans",1818,250,"Moran, Marcelino","Unknown"
"943",41845,"Guipuscano",NA,"Africa., port unspecified","New Orleans",1790,197,NA,"Unknown"
"944",41885,"Jesus Nazareno","Canary Islands","Gambia","Amelia Island",1817,95,"Ferrar, Mariano","Florida"
"945",41892,"Tentativa","Havana","Bissau","Savannah",1817,128,"Hernandes, Juan","Georgia"
"946",41893,"Politena","Havana","Gallinhas","Savannah",1817,109,"Calzadilla, Tomas","Georgia"
"947",41894,"NS de Monserrate","Havana","Africa., port unspecified","Amelia Island",1817,256,"Blanco, Pedro","Florida"
"948",41895,"Sirena","Havana","Africa., port unspecified","Savannah",1817,72,"Pimienta, Jose Diaz","Georgia"
"949",41896,"General Ramirez (a) Antelope","Havana","Cabinda","Savannah",1820,258,"Llovio, Vicente de<br/> Smith, John","Georgia"
"950",17150,"Williamsburgh","Bristol","Africa., port unspecified","Upper James River",1746,360,"Tate, John","Virginia"
"951",17197,"Amoretta","Bristol","Calabar","Upper James River",1749,185,"Timberman, Samuel","Virginia"
"952",17208,"Levant","Bristol","Bonny","York River",1749,252,"Miller, William","Virginia"
"953",17217,"Southwell","Bristol","Malembo","Upper James River",1749,284,"Brackenridge, John","Virginia"
"954",17224,"Tryall","Bristol","Malembo","Upper James River",1749,356,"Saunders, Abraham","Virginia"
"955",17226,"Williamsburgh","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Upper James River",1749,335,"Tate, John","Virginia"
"956",17227,"Africa","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Upper James River",1750,280,"Miller, William<br/> Miller, Alexander","Virginia"
"957",17231,"Charming Betty","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Upper James River",1750,280,"Bundy, William<br/> Skinner, John","Virginia"
"958",17238,"Hope","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Upper James River",1750,153,"Clayton, John","Virginia"
"959",17276,"Tryal","Bristol","West Central Africa and St. Helena, port unspecified","York River",1751,402,"Saunders, Abraham","Virginia"
"960",17277,"Williamsburgh","Bristol","Bonny","Upper James River",1751,295,"Tate, John<br/> Sword, James","Virginia"
"961",17278,"Africa","Bristol","New Calabar","Upper James River",1752,260,"Miller, Alexander","Virginia"
"962",17279,"Ann Gally","Bristol","Calabar","Upper James River",1752,240,"Robe, Alexander","Virginia"
"963",17280,"Black Prince","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","York River",1752,214,"Miller, William","Virginia"
"964",17283,"Delight","Bristol","Calabar","Charleston",1752,160,"Colquhoun, William","South Carolina"
"965",17284,"Earl of Radnor","Bristol","Bonny","Charleston",1752,300,"Rait, Robert","South Carolina"
"966",17285,"Emperor","Bristol","Calabar","Charleston",1752,250,"Gwynn, Charles","South Carolina"
"967",17287,"Greyhound","Bristol","West Central Africa and St. Helena, port unspecified","York River",1752,336,"Davies, John","Virginia"
"968",17288,"Hampton","Bristol","Bonny","Upper James River",1752,273,"Skinner, John<br/> Whiltshire, Edward","Virginia"
"969",17293,"Levant","Bristol","Calabar","York River",1752,184,"McMurdo, James","Virginia"
"970",17295,"Matilda","Bristol","New Calabar","Charleston",1752,160,"Timberman, Samuel","South Carolina"
"971",17297,"Penelope","Bristol","West Central Africa and St. Helena, port unspecified","Rappahannock",1752,223,"Clark, John","Virginia"
"972",17301,"Susanna","Bristol","Bonny","Upper James River",1752,233,"Cowie, Robert","Virginia"
"973",17304,"Tryall","Bristol","Africa., port unspecified","York River",1752,182,"Little, Joseph","Virginia"
"974",17311,"Emperor","Bristol","West Central Africa and St. Helena, port unspecified","South Carolina, port unspecified",1753,350,"Gwynn, Charles","South Carolina"
"975",17312,"Eugene","Bristol","Calabar","Charleston",1752,250,"Merrick, George","South Carolina"
"976",17329,"Africa","Bristol","Africa., port unspecified","Upper James River",1754,240,"Miller, Alexander","Virginia"
"977",17339,"Fortune","Bristol","Gold Coast, port unspecified","Charleston",1754,180,"Boucher, Edward","South Carolina"
"978",17345,"Matilda","Bristol","New Calabar","Charleston",1754,150,"Bird, Japhet<br/> Davis, Henry","South Carolina"
"979",17352,"Sylvia","Bristol","Africa., port unspecified","Charleston",1754,200,"McMurdo, James","South Carolina"
"980",17371,"Matilda","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Charleston",1755,170,"Wiltshire, Edward","South Carolina"
"981",17374,"Nugent","Bristol","Gambia","Charleston",1754,200,"Hutcheson, James","South Carolina"
"982",17375,"Pearl","Bristol","Malembo","Charleston",1755,251,"Jefferis, William","South Carolina"
"983",17384,"Africa","Bristol","Bonny","Charleston",1756,300,"Watkins, William<br/> Miller, Alexander","South Carolina"
"984",17388,"Duke of Cumberland","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Upper James River",1755,301,"Knowles, Henry","Virginia"
"985",17391,"Hope","Bristol","New Calabar","Charleston",1756,150,"Lugen, William","South Carolina"
"986",17418,"Success","Bristol","Gambia","Charleston",1756,154,"Todd, Robert","South Carolina"
"987",17420,"Africa","Bristol","Bonny","Charleston",1758,283,"Robe, Alexander","South Carolina"
"988",17422,"Cape Coast","Bristol","Anomabu","Charleston",1758,262,"Brown, William","South Carolina"
"989",17425,"Polly","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1758,377,"Hamilton, David","South Carolina"
"990",17427,"Sylvia","Bristol","Gambia","Charleston",1758,160,"Boucher, Edward","South Carolina"
"991",17429,"Africa","Bristol","Bonny","Charleston",1759,251,"Robe, Alexander","South Carolina"
"992",17432,"Black Prince","Bristol","Malembo","Upper James River",1759,500,"Miller, William","Virginia"
"993",17434,"Cato","Bristol","Sierra Leone estuary","Charleston",1758,288,"Millerson, Richard<br/> Tallon, John","South Carolina"
"994",17441,"Molly","Bristol","Bonny","Virginia, port unspecified",1759,238,"Jenkins, William","Virginia"
"995",17455,"Eugene","Bristol","Windward Coast, port unspecified","Upper James River",1760,359,"Strange, William<br/> Engledue, William","Virginia"
"996",17460,"Kingston","Bristol","Africa., port unspecified","Charleston",1760,361,"Brown, William","South Carolina"
"997",17467,"Prince Tom","Bristol","Cabinda","Charleston",1760,428,"Chilcott, John","South Carolina"
"998",17468,"Racehorse","Bristol","Bonny","Charleston",1760,157,"Barker, John","South Carolina"
"999",17475,"Alexander","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Annapolis",1761,110,"Neilson, John<br/> Brodie, Alex","Maryland"
"1000",17483,"Greyhound","Bristol","Africa., port unspecified","Upper James River",1761,215,"Robe, Alexander","Virginia"
"1001",17496,"Roebuck","Bristol","Bonny","Charleston",1760,420,"Maxwell, James<br/> Gullan, Thomas","South Carolina"
"1002",17505,"Hannah","Bristol","Gambia","Charleston",1761,200,"Darville, Richard","South Carolina"
"1003",17506,"Hector","Bristol","West Central Africa and St. Helena, port unspecified","Upper James River",1762,512,"Chilcott, John","Virginia"
"1004",17518,"Africa","Bristol","Bonny","Upper James River",1763,270,"Watkins, William","Virginia"
"1005",17529,"Juba","Bristol","Bonny","Charleston",1763,127,"Penhale, William","South Carolina"
"1006",17549,"Greyhound","Bristol","Bonny","Upper James River",1763,421,"Robe, Alexander","Virginia"
"1007",17550,"Hector","Bristol","Malembo","Upper James River",1764,480,"Chilcott, John","Virginia"
"1008",17565,"Sally","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1764,330,"Gullan, Thomas","South Carolina"
"1009",17569,"Tryton","Bristol","Africa., port unspecified","Charleston",1764,127,"Doyle, Nicholas","South Carolina"
"1010",17572,"Ballea Castle","Bristol","Anomabu","Charleston",1765,190,"Halsall, Anthony<br/> Egan, Mathew","South Carolina"
"1011",17574,"Bonnetta","Bristol","Windward Coast, port unspecified","Charleston",1765,50,"Maies, Joseph","South Carolina"
"1012",17583,"Duke of York","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Charleston",1765,220,"Bishop, George<br/> Alleyn, Israel","South Carolina"
"1013",17586,"Greyhound","Bristol","Bonny","Charleston",1765,350,"Robe, Alexander","South Carolina"
"1014",17589,"James","Bristol","Gambia","Charleston",1765,64,"Songster, James","South Carolina"
"1015",17604,"Speedwell","Bristol","Calabar","Charleston",1765,31,"Bivins, James","South Carolina"
"1016",17650,"Juba","Bristol","West Central Africa and St. Helena, port unspecified","Upper James River",1768,207,"White, Joseph","Virginia"
"1017",17665,"Constantine","Bristol","West Central Africa and St. Helena, port unspecified","Savannah",1768,250,"Gullan, Thomas","Georgia"
"1018",17687,"Amelia","Bristol","West Central Africa and St. Helena, port unspecified","Upper James River",1769,234,"Duncombe, Thomas","Virginia"
"1019",17698,"Gambia","Bristol","Gambia","Savannah",1769,140,"Doyle, Nicholas","Georgia"
"1020",17706,"Mercury","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1769,252,"Maxwell, Basil","South Carolina"
"1021",17730,"Industry","Bristol","West Central Africa and St. Helena, port unspecified","Upper James River",1770,160,"Wright, Mungo","Virginia"
"1022",17734,"King George","London","Sierra Leone estuary","Charleston",1769,150,"Graham, William","South Carolina"
"1023",17741,"Roebuck","Bristol","Bonny","Upper James River",1762,383,"Gullan, Thomas","Virginia"
"1024",17773,"Betsey","Bristol","Malembo","Charleston",1772,285,"Morgan, William","South Carolina"
"1025",17778,"Gambia","Bristol","Gambia","Charleston",1771,133,"Willis, James","South Carolina"
"1026",17780,"Hector","Bristol","Malembo","Charleston",1772,304,"Llewellin, William","South Carolina"
"1027",17792,"Polly","Bristol","West Central Africa and St. Helena, port unspecified","Upper James River",1772,450,"Duncomb, Thomas","Virginia"
"1028",17794,"Thomas","Bristol","Africa., port unspecified","Upper James River",1772,200,"Lewis, Thomas","Virginia"
"1029",17796,"Africa","Bristol","Africa., port unspecified","Charleston",1773,190,"Vaughan, Walter<br/> Fraser, Gavin","South Carolina"
"1030",17800,"Catherine","Bristol","Malembo","Charleston",1773,237,"Fraser, James<br/> Jones, Thomas","South Carolina"
"1031",17806,"Gambia","Bristol","Gambia","Charleston",1773,170,"Willis, James","South Carolina"
"1032",17807,"Greyhound","Bristol","Calabar","Charleston",1773,132,"Patterson, Jacob<br/> O'Neil, Terence","South Carolina"
"1033",17811,"Jason","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1773,253,"Merrick, George","South Carolina"
"1034",17814,"Maesgwin","Bristol","Gold Coast, port unspecified","Charleston",1773,270,"Brown, Windsor","South Carolina"
"1035",17821,"Prince of Wales","Bristol","Calabar","Upper James River",1772,280,"Bivins, James","Virginia"
"1036",17825,"Ambris","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1774,49,"Lovegrove, Jonathan","South Carolina"
"1037",17826,"Betsey","Bristol","Gambia","Charleston",1773,150,"Morgan, William","South Carolina"
"1038",17827,"Betsey","Bristol","Gambia","Charleston",1774,128,"Morgan, William","South Carolina"
"1039",17835,"Gambia","Bristol","Gambia","Charleston",1774,86,"Willis, James","South Carolina"
"1040",17836,"Hector","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1774,296,"Llewellin, William","South Carolina"
"1041",17840,"King George","London","Saint-Louis","Charleston",1773,150,"Graham, William","South Carolina"
"1042",17842,"Maesgwyn","Bristol","Anomabu","Charleston",1774,300,"Brown, Windsor","South Carolina"
"1043",17917,"Alert","Bristol","Gold Coast, port unspecified","South Carolina, port unspecified",1784,199,"Walker, Thomas (a) Beau Walker","South Carolina"
"1044",17939,"Little Hornet","Bristol","Congo North","Charleston",1785,214,"Phillips, Thomas","South Carolina"
"1045",17943,"Sprightly","Bristol","Gambia","Charleston",1785,18,"Vaughan, Robert","South Carolina"
"1046",17947,"Alert","Bristol","Gold Coast, port unspecified","Charleston",1785,213,"Gould, John","South Carolina"
"1047",18267,"Alert","Bristol","Sierra Leone estuary","Charleston",1806,249,"Lund, William","South Carolina"
"1048",16159,"Charfield","Bristol","Gambia","Rappahannock",1717,156,"Roberts, William","Virginia"
"1049",16172,"Rebecca","Bristol","Africa., port unspecified","York River",1716,135,"Reece, David","Virginia"
"1050",16179,"Berkley Gally","Bristol","New Calabar","York River",1718,143,"Pitts, Francis","Virginia"
"1051",16184,"Henry","Bristol","Africa., port unspecified","Rappahannock",1718,126,"Harper, James<br/> Smith, Henry","Virginia"
"1052",16194,"Princess Carolina","Bristol","Africa., port unspecified","Charleston",1718,86,"Bedford, John","South Carolina"
"1053",16198,"Rumsey","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","York River",1718,126,"Porter, Charles<br/> Eustace, John","Virginia"
"1054",16205,"Africa","Bristol","Africa., port unspecified","York River",1719,84,"Griffiths, Samuel","Virginia"
"1055",16207,"Anna and Sarah","Bristol","Calabar","York River",1719,159,"Harris, John<br/> Brittan, William","Virginia"
"1056",16208,"Bensworth","Bristol","Gambia","Rappahannock",1718,50,"Gardner, Nicholas","Virginia"
"1057",16209,"Berkley Gally","Bristol","Calabar","York River",1719,185,"Pitts, Francis","Virginia"
"1058",16212,"Charfield","Bristol","Gambia","Rappahannock",1718,76,"Reymer, Robert","Virginia"
"1059",16217,"Greyhound Gally","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","York River",1718,182,"Forrest, Henry","Virginia"
"1060",16218,"Greyhound","Bristol","Calabar","York River",1719,170,"Forrest, Henry","Virginia"
"1061",16220,"Morehampton","Bristol","Bonny","York River",1719,61,"Griffiths, Thomas<br/> Maddox, John","Virginia"
"1062",16222,"Noblet Sloop","Bristol","West Central Africa and St. Helena, port unspecified","York River",1719,146,"Westover, William<br/> Wetherby, Robert","Virginia"
"1063",16224,"Prince Eugene","Bristol","Madagascar","York River",1719,340,"Stretton, William<br/> Goodall, James","Virginia"
"1064",16229,"Sierra Leone","Bristol","Calabar","York River",1719,103,"Harris, Rice","Virginia"
"1065",16233,"Violet","Bristol","Africa., port unspecified","York River",1719,128,"Harrison, Stanley","Virginia"
"1066",16237,"Berkley","Bristol","Calabar","York River",1720,160,"Pitts, Francis","Virginia"
"1067",16238,"Betty","Bristol","Calabar","York River",1720,82,"Stretton, George","Virginia"
"1068",16240,"Callabar Merchant","Bristol","Calabar","York River",1720,156,"Kennedy, Thomas","Virginia"
"1069",16241,"Commerce","Bristol","Calabar","York River",1720,130,"Moor, David","Virginia"
"1070",16243,"Coulstone","Bristol","Calabar","York River",1719,123,"Vaughan, Hugh","Virginia"
"1071",16255,"Tiverton","Bristol","Calabar","York River",1720,210,"Southerland, Eneas<br/> Constant, Thomas","Virginia"
"1072",16260,"Callabar Merchant","Bristol","Africa., port unspecified","Rappahannock",1721,224,"Kennedy, Thomas","Virginia"
"1073",16261,"Commerce","Bristol","Calabar","York River",1721,124,"Moore, David","Virginia"
"1074",16265,"Greyhound","Bristol","Calabar","York River",1721,222,"Forrest, Henry","Virginia"
"1075",16266,"Hunter","Bristol","Calabar","York River",1720,55,"Maddox, John","Virginia"
"1076",16272,"Prince Eugene","Bristol","Madagascar","York River",1721,103,"Morgan, Evan","Virginia"
"1077",16274,"Rebecca","Bristol","Madagascar","York River",1721,59,"Sprig, Robert<br/> Tyzack, Timothy","Virginia"
"1078",16291,"Greyhound","Bristol","Calabar","York River",1722,166,"Forrest, Henry","Virginia"
"1079",16292,"Happy Adam","Bristol","Calabar","York River",1722,73,"Arthur, Henry","Virginia"
"1080",16328,"Sherley Gally","Bristol","Africa., port unspecified","Rappahannock",1723,230,"Kennedy, Thomas<br/> Scandret, John","Virginia"
"1081",16331,"America","Bristol","Africa., port unspecified","Charleston",1724,117,"Marshall, Thomas","South Carolina"
"1082",16337,"Commerce","Bristol","Calabar","York River",1724,231,"James, Henry","Virginia"
"1083",16339,"Greyhound","Bristol","Africa., port unspecified","Charleston",1724,187,"Hallden, Edward","South Carolina"
"1084",16346,"Pearl Gally","Bristol","Africa., port unspecified","Charleston",1724,196,"Hughes, Jenkin","South Carolina"
"1085",16361,"Commerce","Bristol","Calabar","York River",1725,278,"James, Henry","Virginia"
"1086",16364,"Dispatch Brigantine","Bristol","Calabar","York River",1725,173,"Barry, William","Virginia"
"1087",16369,"Illustrious Gally","Bristol","Bonny","Rappahannock",1725,201,"Murphy, John","Virginia"
"1088",16374,"Little Stephen","Bristol","Calabar","York River",1724,98,"Little, Edward","Virginia"
"1089",16397,"Betty Brigantine","Bristol","Calabar","York River",1726,144,"Bradshaw, John","Virginia"
"1090",16400,"Chester Gally","Bristol","Calabar","York River",1726,145,"Webley, Henry<br/> Bacon, Richard","Virginia"
"1091",16402,"Commerce","Bristol","Calabar","York River",1726,143,"James, Henry<br/> Elston, Robert","Virginia"
"1092",16405,"Dispatch","Bristol","Calabar","Rappahannock",1726,180,"Barry, William","Virginia"
"1093",16416,"Jason Gally","Bristol","Calabar","Rappahannock",1726,228,"Manship, Edward","Virginia"
"1094",16422,"Malmsbury","Bristol","Calabar","York River",1726,155,"Davis, Thomas","Virginia"
"1095",16426,"Norman Gally","Bristol","Calabar","York River",1726,120,"Bartlett, John","Virginia"
"1096",16435,"Speedwell","Bristol","Calabar","York River",1726,196,"Clement, Henry<br/> Owen, John","Virginia"
"1097",16440,"Angola","Bristol","Africa., port unspecified","York River",1727,177,"Smith, Robert","Virginia"
"1098",16441,"Antilope","Bristol","Africa., port unspecified","York River",1727,190,"Eustace, James","Virginia"
"1099",16442,"Benedicta","Bristol","Africa., port unspecified","Rappahannock",1727,108,"Roberts, John","Virginia"
"1100",16445,"Cape Benda","Bristol","Loango","York River",1727,240,"Rooke, George","Virginia"
"1101",16447,"Commerce","Bristol","Africa., port unspecified","York River",1727,232,"Thomas, Abell","Virginia"
"1102",16450,"Dispatch","Bristol","Calabar","York River",1727,223,"Barry, William","Virginia"
"1103",16452,"Greyhound Gally","Bristol","Calabar","York River",1726,329,"Hallden, Edward","Virginia"
"1104",16453,"Happy","Bristol","Africa., port unspecified","York River",1727,217,"Evans, George<br/> Ross, John","Virginia"
"1105",16457,"Illustrious Gally","Bristol","Bonny","Rappahannock",1726,189,"Murphy, John<br/> Bennett, Anselm","Virginia"
"1106",16464,"Pearle","Bristol","Africa., port unspecified","York River",1727,245,"Hughes, Jenkin","Virginia"
"1107",16465,"Redland","Bristol","Africa., port unspecified","York River",1727,227,"Bacon, Richard","Virginia"
"1108",16466,"Sherley Gally","Bristol","Africa., port unspecified","Rappahannock",1727,219,"Kennedy, William","Virginia"
"1109",16467,"Susanna","Bristol","Gold Coast, port unspecified","York River",1727,202,"Stretton, Joseph","Virginia"
"1110",16469,"America","Bristol","Africa., port unspecified","Rappahannock",1727,133,"Marshall, Thomas","Virginia"
"1111",16475,"Castle","Bristol","Calabar","York River",1728,211,"Montgomery, David","Virginia"
"1112",16484,"Indian Queen","Bristol","Africa., port unspecified","Virginia, port unspecified",1728,332,"Williams, William","Virginia"
"1113",16512,"Content","Bristol","Africa., port unspecified","Virginia, port unspecified",1729,320,"Adlam, Charles","Virginia"
"1114",16532,"Pearle","Bristol","Africa., port unspecified","Charleston",1728,355,"Hughes, Jenkin","South Carolina"
"1115",16540,"Serleon","Bristol","Africa., port unspecified","Charleston",1728,225,"Wilks, Thomas","South Carolina"
"1116",16558,"Content","Bristol","Bonny","York River",1730,266,"Adlam, Charles","Virginia"
"1117",16564,"Greyhound","Bristol","Bonny","Charleston",1730,332,"Hallden, Edward","South Carolina"
"1118",16602,"Amoretta","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1730,204,"Alexander, William<br/> Jones, David","South Carolina"
"1119",16611,"Biddy","Bristol","Africa., port unspecified","Puerto Rico, port unspecified",1731,130,"Roberts, John","Puerto Rico"
"1120",16622,"Greyhound Gally","Bristol","Bonny","Virginia, port unspecified",1731,296,"Hallden, Edward","Virginia"
"1121",16626,"Indian Queen","Bristol","Bonny","Charleston",1731,130,"Williams, William","South Carolina"
